code,name,description,Source,Topic,Dataset,Unit of measure,Power code,periodicity,base_period,Derivation method,aggregation_method,Conceptual implications and limitations,Notes from original source,General comments,Reference period,Other data characteristics,geo_type
SL.TLF.ACTI.1524.ZS,"Labor force participation rate for ages 1524, total (%)",Labor force participation rate for ages 1524 is the proportion of the population ages 1524 that is economically active: all people who supply labor for the production of goods and services during a specified period.,"International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Labor force structure,,,,Annual,,,Weighted average,,,"Relevance to gender indicator: labor force statistics by gender is important to monitor
gender disparities in employment patterns. 
",,,Country
SL.TLF.ACTI.FE.ZS,"Labor force participation rate, female (% of female population ages 1564)",Labor force participation rate is the proportion of the population ages 1564 that is economically active: all people who supply labor for the production of goods and services during a specified period.,"International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Labor force structure,,,,Annual,,,Weighted average,,,"Relevance to gender indicator: labor force statistics by gender is important to monitor
gender disparities in employment patterns.",,,Country
SL.TLF.ACTI.MA.ZS,"Labor force participation rate, male (% of male population ages 1564)",Labor force participation rate is the proportion of the population ages 1564 that is economically active: all people who supply labor for the production of goods and services during a specified period.,"International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Labor force structure,,,,Annual,,,Weighted average,,,"Relevance to gender indicator: labor force statistics by gender is important to monitor
gender disparities in employment patterns.",,,Country
SL.TLF.ACTI.ZS,"Labor force participation rate, total (% of total population ages 1564)",Labor force participation rate is the proportion of the population ages 1564 that is economically active: all people who supply labor for the production of goods and services during a specified period.,"International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Labor force structure,,,,Annual,,,Weighted average,,,"Relevance to gender indicator: labor force statistics by gender is important to monitor
gender disparities in employment patterns.",,,Country
SL.TLF.CACT.FE.ZS,"Labor participation rate, female (% of female population ages 15+)",Labor force participation rate is the proportion of the population ages 15 and older that is economically active: all people who supply labor for the production of goods and services during a specified period.,"International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Labor force structure,,,,Annual,,,Weighted average,,,"Relevance to gender indicator: labor force statistics by gender is important to monitor
gender disparities in employment patterns.",,,Country
SL.TLF.CACT.FM.ZS,Ratio of female to male labor participation rate (%),Labor force participation rate is the proportion of the population ages 15 and older that is economically active: all people who supply labor for the production of goods and services during a specified period.,"International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Labor force structure,,,,Annual,,,Weighted average,,,,,,Country
SL.TLF.CACT.MA.ZS,"Labor participation rate, male (% of male population ages 15+)",Labor force participation rate is the proportion of the population ages 15 and older that is economically active: all people who supply labor for the production of goods and services during a specified period.,"International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Labor force structure,,,,Annual,,,Weighted average,,,"Relevance to gender indicator: labor force statistics by gender is important to monitor
gender disparities in employment patterns.",,,Country
SL.TLF.CACT.ZS,"Labor participation rate, total (% of total population ages 15+)",Labor force participation rate is the proportion of the population ages 15 and older that is economically active: all people who supply labor for the production of goods and services during a specified period.,"International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Labor force structure,,,,Annual,,,Weighted average,,,"Relevance to gender indicator: labor force statistics by gender is important to monitor
gender disparities in employment patterns.",,,Country
SL.TLF.PART.FE.ZS,"Part time employment, female (% of total female employment)",Part time employment refers to regular employment in which working time is substantially less than normal. Definitions of part time employment differ by country.,"International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Economic activity,,,,Annual,,,Weighted average,,,Relevance to gender indicator: More and more women are working parttime and one of the concern is that part time work does not provide the stability that full time work does. ,,,Country
SL.TLF.PART.MA.ZS,"Part time employment, male (% of total male employment)",Part time employment refers to regular employment in which working time is substantially less than normal. Definitions of part time employment differ by country.,"International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Economic activity,,,,Annual,,,Weighted average,,,Relevance to gender indicator: More and more women are working parttime and one of the concern is that part time work does not provide the stability that full time work does. ,,,Country
SL.TLF.PART.TL.FE.ZS,"Part time employment, female (% of total part time employment)",Part time employment refers to regular employment in which working time is substantially less than normal. Definitions of part time employment differ by country.,"International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Economic activity,,,,Annual,,,Weighted average,,,,,,Country
SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",Part time employment refers to regular employment in which working time is substantially less than normal. Definitions of part time employment differ by country.,"International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Economic activity,,,,Annual,,,Weighted average,,,Relevance to gender indicator: More and more women are working parttime and one of the concern is that part time work does not provide the stability that full time work does. ,,,Country
SL.TLF.PRIM.FE.ZS,"Labor force with primary education, female (% of female labor force)","Labor force with primary education is the proportion of the labor force that has a primary education, as a percentage of the total labor force.","International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Labor force structure,,,,Annual,,,Weighted average,,,,,,Country
SL.TLF.PRIM.MA.ZS,"Labor force with primary education, male (% of male labor force)","Labor force with primary education is the proportion of the labor force that has a primary education, as a percentage of the total labor force.","International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Labor force structure,,,,Annual,,,Weighted average,,,,,,Country
SL.TLF.PRIM.ZS,Labor force with primary education (% of total),"Labor force with primary education is the proportion of the labor force that has a primary education, as a percentage of the total labor force.","International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Labor force structure,,,,Annual,,,Weighted average,,,,,,Country
SL.TLF.SECO.FE.ZS,"Labor force with secondary education, female (% of female labor force)","Labor force with secondary education is the proportion of the labor force that has a secondary education, as a percentage of the total labor force.","International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Labor force structure,,,,Annual,,,Weighted average,,,,,,Country
SL.TLF.SECO.MA.ZS,"Labor force with secondary education, male (% of male labor force)","Labor force with secondary education is the proportion of the labor force that has a secondary education, as a percentage of the total labor force.","International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Labor force structure,,,,Annual,,,Weighted average,,,,,,Country
SL.TLF.SECO.ZS,Labor force with secondary education (% of total),"Labor force with secondary education is the proportion of the labor force that has a secondary education, as a percentage of the total labor force.","International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Labor force structure,,,,Annual,,,Weighted average,,,,,,Country
SL.TLF.TERT.FE.ZS,"Labor force with tertiary education, female (% of female labor force)","Labor force with tertiary education is the proportion of labor force that has a tertiary education, as a percentage of the total labor force.","International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Labor force structure,,,,Annual,,,Weighted average,,,,,,Country
SL.TLF.TERT.MA.ZS,"Labor force with tertiary education, male (% of male labor force)","Labor force with tertiary education is the proportion of labor force that has a tertiary education, as a percentage of the total labor force.","International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Labor force structure,,,,Annual,,,Weighted average,,,,,,Country
SL.TLF.TERT.ZS,Labor force with tertiary education (% of total),"Labor force with tertiary education is the proportion of labor force that has a tertiary education, as a percentage of the total labor force.","International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Labor force structure,,,,Annual,,,Weighted average,,,,,,Country
SL.TLF.TOTL.FE.ZS,"Labor force, female (% of total labor force)",Female labor force as a percentage of the total show the extent to which women are active in the labor force. Labor force comprises people ages 15 and older who meet the International Labour Organization's definition of the economically active population.,"International Labour Organization, using World Bank population estimates.",Labor & Social Protection: Labor force structure,,,,Annual,,,Weighted average,,,Relevance to gender indicator: labor force statistics by gender is important to monitor gender disparities in employment patterns. ,,,Country
SL.TLF.TOTL.IN,"Labor force, total","Total labor force comprises people ages 15 and older who meet the International Labour Organization definition of the economically active population: all people who supply labor for the production of goods and services during a specified period. It includes both the employed and the unemployed. While national practices vary in the treatment of such groups as the armed forces and seasonal or parttime workers, in general the labor force includes the armed forces, the unemployed, and firsttime jobseekers, but excludes homemakers and other unpaid caregivers and workers in the informal sector.","International Labour Organization, using World Bank population estimates.",Labor & Social Protection: Labor force structure,,,,Annual,,,Sum,,,,,,Country
SL.UEM.1524.FE.ZS,"Unemployment, youth female (% of female labor force ages 1524)",Youth unemployment refers to the share of the labor force ages 1524 without work but available for and seeking employment. Definitions of labor force and unemployment differ by country.,"International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Unemployment,,,,Annual,,,Weighted average,,,,,,Country
SL.UEM.1524.MA.ZS,"Unemployment, youth male (% of male labor force ages 1524)",Youth unemployment refers to the share of the labor force ages 1524 without work but available for and seeking employment. Definitions of labor force and unemployment differ by country.,"International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Unemployment,,,,Annual,,,Weighted average,,,,,,Country
SL.UEM.1524.ZS,"Unemployment, youth total (% of total labor force ages 1524)",Youth unemployment refers to the share of the labor force ages 1524 without work but available for and seeking employment. Definitions of labor force and unemployment differ by country.,"International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Unemployment,,,,Annual,,,Weighted average,,,,,,Country
SL.UEM.LTRM.FE.ZS,"Longterm unemployment, female (% of female unemployment)","Longterm unemployment refers to the number of people with continuous periods of unemployment extending for a year or longer, expressed as a percentage of the total unemployed.","International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Unemployment,,,,Annual,,,Weighted average,,,"Relevance to gender indicator: Even though, in most countries, longterm unemployment rate is higher for men than women, the repercussion of longterm unemployment is likely to be more pronounced for women. ",,,Country
SL.UEM.LTRM.MA.ZS,"Longterm unemployment, male (% of male unemployment)","Longterm unemployment refers to the number of people with continuous periods of unemployment extending for a year or longer, expressed as a percentage of the total unemployed.","International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Unemployment,,,,Annual,,,Weighted average,,,"Relevance to gender indicator: Even though, in most countries, longterm unemployment rate is higher for men than women, the repercussion of longterm unemployment is likely to be more pronounced for women. ",,,Country
SL.UEM.LTRM.ZS,Longterm unemployment (% of total unemployment),"Longterm unemployment refers to the number of people with continuous periods of unemployment extending for a year or longer, expressed as a percentage of the total unemployed.","International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Unemployment,,,,Annual,,,Weighted average,,,"Relevance to gender indicator: Even though, in most countries, longterm unemployment rate is higher for men than women, the repercussion of longterm unemployment is likely to be more pronounced for women. ",,,Country
SL.UEM.PRIM.FE.ZS,"Unemployment with primary education, female (% of female unemployment)","Unemployment by level of educational attainment shows the unemployed by level of educational attainment, as a percentage of the unemployed. The levels of educational attainment accord with the International Standard Classification of Education 1997 of the United Nations Educational, Cultural, and Scientific Organization (UNESCO).","International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Unemployment,,,,Annual,,,Weighted average,,,,,,Country
SL.UEM.PRIM.MA.ZS,"Unemployment with primary education, male (% of male unemployment)","Unemployment by level of educational attainment shows the unemployed by level of educational attainment, as a percentage of the unemployed. The levels of educational attainment accord with the International Standard Classification of Education 1997 of the United Nations Educational, Cultural, and Scientific Organization (UNESCO).","International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Unemployment,,,,Annual,,,Weighted average,,,,,,Country
SL.UEM.PRIM.ZS,Unemployment with primary education (% of total unemployment),"Unemployment by level of educational attainment shows the unemployed by level of educational attainment, as a percentage of the unemployed. The levels of educational attainment accord with the International Standard Classification of Education 1997 of the United Nations Educational, Cultural, and Scientific Organization (UNESCO).","International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Unemployment,,,,Annual,,,Weighted average,,,,,,Country
SL.UEM.SECO.FE.ZS,"Unemployment with secondary education, female (% of female unemployment)","Unemployment by level of educational attainment shows the unemployed by level of educational attainment, as a percentage of the unemployed. The levels of educational attainment accord with the International Standard Classification of Education 1997 of the United Nations Educational, Cultural, and Scientific Organization (UNESCO).","International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Unemployment,,,,Annual,,,Weighted average,,,,,,Country
SL.UEM.SECO.MA.ZS,"Unemployment with secondary education, male (% of male unemployment)","Unemployment by level of educational attainment shows the unemployed by level of educational attainment, as a percentage of the unemployed. The levels of educational attainment accord with the International Standard Classification of Education 1997 of the United Nations Educational, Cultural, and Scientific Organization (UNESCO).","International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Unemployment,,,,Annual,,,Weighted average,,,,,,Country
SL.UEM.SECO.ZS,Unemployment with secondary education (% of total unemployment),"Unemployment by level of educational attainment shows the unemployed by level of educational attainment, as a percentage of the unemployed. The levels of educational attainment accord with the International Standard Classification of Education 1997 of the United Nations Educational, Cultural, and Scientific Organization (UNESCO).","International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Unemployment,,,,Annual,,,Weighted average,,,,,,Country
SL.UEM.TERT.FE.ZS,"Unemployment with tertiary education, female (% of female unemployment)","Unemployment by level of educational attainment shows the unemployed by level of educational attainment, as a percentage of the unemployed. The levels of educational attainment accord with the International Standard Classification of Education 1997 of the United Nations Educational, Cultural, and Scientific Organization (UNESCO).","International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Unemployment,,,,Annual,,,Weighted average,,,,,,Country
SL.UEM.TERT.MA.ZS,"Unemployment with tertiary education, male (% of male unemployment)","Unemployment by level of educational attainment shows the unemployed by level of educational attainment, as a percentage of the unemployed. The levels of educational attainment accord with the International Standard Classification of Education 1997 of the United Nations Educational, Cultural, and Scientific Organization (UNESCO).","International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Unemployment,,,,Annual,,,Weighted average,,,,,,Country
SL.UEM.TERT.ZS,Unemployment with tertiary education (% of total unemployment),"Unemployment by level of educational attainment shows the unemployed by level of educational attainment, as a percentage of the unemployed. The levels of educational attainment accord with the International Standard Classification of Education 1997 of the United Nations Educational, Cultural, and Scientific Organization (UNESCO).","International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Unemployment,,,,Annual,,,Weighted average,,,,,,Country
SL.UEM.TOTL.FE.ZS,"Unemployment, female (% of female labor force)",Unemployment refers to the share of the labor force that is without work but available for and seeking employment. Definitions of labor force and unemployment differ by country.,"International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Unemployment,,,,Annual,,,Weighted average,,,"Relevance to gender indicator: Women tend to be excluded from the unemployment count for various reasons. Women suffer more from discrimination and from structural, social, and cultural barriers that impede them from seeking work. Also, women are often re",,,Country
SL.UEM.TOTL.MA.ZS,"Unemployment, male (% of male labor force)",Unemployment refers to the share of the labor force that is without work but available for and seeking employment. Definitions of labor force and unemployment differ by country.,"International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Unemployment,,,,Annual,,,Weighted average,,,"Relevance to gender indicator: Women tend to be excluded from the unemployment count for various reasons. Women suffer more from discrimination and from structural, social, and cultural barriers that impede them from seeking work. Also, women are often re",,,Country
SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force)",Unemployment refers to the share of the labor force that is without work but available for and seeking employment. Definitions of labor force and unemployment differ by country.,"International Labour Organization, Key Indicators of the Labour Market database.",Labor & Social Protection: Unemployment,,,,Annual,,,Weighted average,,,"Relevance to gender indicator: Women tend to be excluded from the unemployment count for various reasons. Women suffer more from discrimination and from structural, social, and cultural barriers that impede them from seeking work. Also, women are often re",,,Country
SM.EMI.TERT.ZS,Emigration rate of tertiary educated (% of total tertiary educated population),"Emigration rate of tertiary educated shows the stock of emigrants ages 25 and older, residing in an OECD country other than that in which they were born, with at least one year of tertiary education as a percentage of the population age 25 and older with tertiary education.","Frederic Docquier, B. Lindsay Lowell, and Abdeslam Marfouk's , ""A Gendered Assessment of Highly Skilled Emigration"" (2009).",Labor & Social Protection: Migration,,,,Annual,,,Weighted average,,,,,,Country
SM.POP.NETM,Net migration,"Net migration is the number of immigrants minus the number of emigrants, including citizens and noncitizens, for the fiveyear period.","United Nations Population Division, World Population Prospects.",Labor & Social Protection: Migration,,,,Annual,,,Sum,,,,,,Country
SM.POP.REFG,Refugee population by country or territory of asylum,"Refugees are people who are recognized as refugees under the 1951 Convention Relating to the Status of Refugees or its 1967 Protocol, the 1969 Organization of African Unity Convention Governing the Specific Aspects of Refugee Problems in Africa, people recognized as refugees in accordance with the UNHCR statute, people granted refugeelike humanitarian status, and people provided temporary protection. Asylum seekers  people who have applied for asylum or refugee status and who have not yet received a decision or who are registered as asylum seekersare excluded. Palestinian refugees are people (and their descendants) whose residence was Palestine between June 1946 and May 1948 and who lost their homes and means of livelihood as a result of the 1948 ArabIsraeli conflict. Country of asylum is the country where an asylum claim was filed and granted.","United Nations High Commissioner for Refugees (UNHCR), Statistical Yearbook and data files, complemented by statistics on Palestinian refugees under the mandate of the UNRWA as published on its website. Data from UNHCR are available online at: www.unhcr.o",Labor & Social Protection: Migration,,,,Annual,,,Sum,,,,,,Country
SM.POP.REFG.OR,Refugee population by country or territory of origin,"Refugees are people who are recognized as refugees under the 1951 Convention Relating to the Status of Refugees or its 1967 Protocol, the 1969 Organization of African Unity Convention Governing the Specific Aspects of Refugee Problems in Africa, people recognized as refugees in accordance with the UNHCR statute, people granted refugeelike humanitarian status, and people provided temporary protection. Asylum seekerspeople who have applied for asylum or refugee status and who have not yet received a decision or who are registered as asylum seekersare excluded. Palestinian refugees are people (and their descendants) whose residence was Palestine between June 1946 and May 1948 and who lost their homes and means of livelihood as a result of the 1948 ArabIsraeli conflict. Country of origin generally refers to the nationality or country of citizenship of a claimant.","United Nations High Commissioner for Refugees (UNHCR), Statistical Yearbook and data files, complemented by statistics on Palestinian refugees under the mandate of the UNRWA as published on its website. Data from UNHCR are available online at: www.unhcr.o",Labor & Social Protection: Migration,,,,Annual,,,Sum,,,,,,Country
SM.POP.TOTL,"International migrant stock, total","International migrant stock is the number of people born in a country other than that in which they live, including refugees.","United Nations Population Division, Trends in Total Migrant Stock: 2008 Revision.",Labor & Social Protection: Migration,,,,Annual,,,Sum,,,,,,Country
SM.POP.TOTL.ZS,International migrant stock (% of population),"International migrant stock is the number of people born in a country other than that in which they live, including refugees.","United Nations Population Division, Trends in Total Migrant Stock: 2008 Revision.",Labor & Social Protection: Migration,,,,Annual,,,Weighted average,,,,,,Country
SN.ITK.DEFC.ZS,Prevalence of undernourishment (% of population),Population below minimum level of dietary energy consumption (also referred to as prevalence of undernourishment) shows the percentage of the population whose food intake is insufficient to meet dietary energy requirements continuously. Data showing as 2.5 signifies a prevalence of undernourishment below 2.5%.,Food and Agriculture Organization (http://www.fao.org/faostat/foodsecurity/index_en.htm).,Health: Nutrition,,,,Annual,,,Weighted average,,,,,,Country
SN.ITK.DPTH,Depth of hunger (kilocalories per person per day),"Depth of hunger or the intensity of food deprivation, indicates how much fooddeprived people fall short of minimum food needs in terms of dietary energy. The food deficit, in kilocalories per person per day, is measured by comparing the average amount of dietary energy that undernourished people get from the foods they eat with the minimum amount of dietary energy they need to maintain body weight and undertake light activity. The depth of hunger is low when it is less than 200 kilocalories per person per day, and high when it is higher than 300 kilocalories per person per day.","Food and Agriculture Organization, Food Security Statistics (http://www.fao.org/economic/ess/foodsecuritystatistics/en/).",Health: Nutrition,,,,Annual,,,Weighted average,,,,,,Country
SN.ITK.SALT.ZS,Consumption of iodized salt (% of households),Consumption of iodized salt refers to the percentage of households that use edible salt fortified with iodine.,"United Nations Children's Fund, State of the World's Children.",Health: Nutrition,,,,Annual,,,Weighted average,,,,,,Country
SN.ITK.VITA.ZS,Vitamin A supplementation coverage rate (% of children ages 659 months),Vitamin A supplementation refers to the percentage of children ages 659 months old who received at least one highdose vitamin A capsule in the previous six months.,"United Nations Children's Fund, State of the World's Children.",Health: Nutrition,,,,Annual,,,Weighted average,,,,,,Country
SP.ADO.TFRT,"Adolescent fertility rate (births per 1,000 women ages 1519)","Adolescent fertility rate is the number of births per 1,000 women ages 1519.","United Nations Population Division, World Population Prospects.",Health: Reproductive health,,,,Annual,,,Weighted average,,,,,,Country
SP.DTH.INFR.ZS,Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths),Completeness of infant death reporting is the number of infant deaths reported by national statistics authorities to the United Nations Statistics Division's Demography Yearbook divided by the number of infant deaths estimated by the United Nations Population Division.,The United Nations Statistics Division's Population and Vital Statistics Report and the United Nations Population Division's World Population Prospects.,Health: Mortality,,,,Annual,,,,,,,,,Country
SP.DTH.REPT.ZS,Completeness of total death reporting (% of reported total deaths to estimated total deaths),Completeness of total death reporting is the number of total deaths reported by national statistics authorities to the United Nations Statistics Division's Demography Yearbook divided by the number of total deaths estimated by the United Nations Population Division.,The United Nations Statistics Division's Population and Vital Statistics Report and the United Nations Population Division's World Population Prospects.,Health: Mortality,,,,Annual,,,,,,,,,Country
SP.DYN.AMRT.FE,"Mortality rate, adult, female (per 1,000 female adults)","Adult mortality rate is the probability of dying between the ages of 15 and 60that is, the probability of a 15yearold dying before reaching age 60, if subject to current agespecific mortality rates between those ages.","(1) United Nations Population Division. World Population Prospects. New York, United Nations, Department of Economic and Social Affairs (advanced Excel tables). Available at http://esa.un.org/wpp/unpp/panel_population.htm, (2) University of California, Be",Health: Mortality,,,,Annual,,,Weighted average,,,,,,Country
SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)","Adult mortality rate is the probability of dying between the ages of 15 and 60that is, the probability of a 15yearold dying before reaching age 60, if subject to current agespecific mortality rates between those ages.","(1) United Nations Population Division. World Population Prospects. New York, United Nations, Department of Economic and Social Affairs (advanced Excel tables). Available at http://esa.un.org/wpp/unpp/panel_population.htm, (2) University of California, Be",Health: Mortality,,,,Annual,,,Weighted average,,,,,,Country
SP.DYN.CBRT.IN,"Birth rate, crude (per 1,000 people)","Crude birth rate indicates the number of live births per 1,000 midyear population.","(1) United Nations Population Division. World Population Prospects, (2) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (3) Census reports and other statistical publications from national statistical offices, (",Health: Population: Dynamics,,,,Annual,,,Weighted average,Annual data series are interpolated from 5year period data. Therefore they may not reflect real events as much as observed data.,,,,,Country
SP.DYN.CDRT.IN,"Death rate, crude (per 1,000 people)","Crude death rate indicates the number of deaths per 1,000 midyear population.","(1) United Nations Population Division. World Population Prospects, (2) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (3) Census reports and other statistical publications from national statistical offices, (",Health: Population: Dynamics,,,,Annual,,,Weighted average,Annual data series are interpolated from 5year period data. Therefore they may not reflect real events as much as observed data.,,,,,Country
SP.DYN.CONU.ZS,Contraceptive prevalence (% of women ages 1549),"Contraceptive prevalence rate is the percentage of women who are practicing, or whose sexual partners are practicing, any form of contraception. It is usually measured for married women ages 1549 only.","Household surveys, including Demographic and Health Surveys by Macro International and Multiple Indicator Cluster Surveys by UNICEF.",Health: Reproductive health,,,,Annual,,,Weighted average,,,"Relevance to gender indicator: it is an indicator of women's empowerment and are related to several Millennium Development Goals such as maternal health, HIV/AIDS, and gender equality.",,,Country
SP.DYN.IMRT.IN,"Mortality rate, infant (per 1,000 live births)","Infant mortality rate is the number of infants dying before reaching one year of age, per 1,000 live births in a given year.","Level & Trends in Child Mortality. Report 2011. Estimates Developed by the UN Interagency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA, UNPD).",Health: Mortality,,,,Annual,,,Weighted average,,,Relevance to gender indicator: Infant mortality rates are higher for boys than for girls in countries in which parental gender preferences are insignificant,,,Country
SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",Life expectancy at birth indicates the number of years a newborn infant would live if prevailing patterns of mortality at the time of its birth were to stay the same throughout its life.,"(1) United Nations Population Division. World Population Prospects, (2) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (3) Census reports and other statistical publications from national statistical offices, (",Health: Mortality,,,,Annual,,,Weighted average,Annual data series are interpolated from 5year period data. Therefore they may not reflect real events as much as observed data.,,,,,Country
SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",Life expectancy at birth indicates the number of years a newborn infant would live if prevailing patterns of mortality at the time of its birth were to stay the same throughout its life.,"Derived from male and female life expectancy at birth from sources such as: (1) United Nations Population Division. World Population Prospects, (2) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (3) Census rep",Health: Mortality,,,,Annual,,,Weighted average,Annual data series for males and females are interpolated from 5year period data. Therefore they may not reflect real events as much as observed data.,,,,,Country
SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",Life expectancy at birth indicates the number of years a newborn infant would live if prevailing patterns of mortality at the time of its birth were to stay the same throughout its life.,"(1) United Nations Population Division. World Population Prospects, (2) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (3) Census reports and other statistical publications from national statistical offices, (",Health: Mortality,,,,Annual,,,Weighted average,Annual data series are interpolated from 5year period data. Therefore they may not reflect real events as much as observed data.,,,,,Country
SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",Total fertility rate represents the number of children that would be born to a woman if she were to live to the end of her childbearing years and bear children in accordance with current agespecific fertility rates.,"(1) United Nations Population Division. World Population Prospects, (2) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (3) Census reports and other statistical publications from national statistical offices, (",Health: Reproductive health,,,,Annual,,,Weighted average,Annual data series are interpolated from 5year period data. Therefore they may not reflect real events as much as observed data.,,Relevance to gender indicator: it can indicate the status of women within households and a woman's decision about the number and spacing of children.,,,Country
SP.DYN.TO65.FE.ZS,"Survival to age 65, female (% of cohort)","Survival to age 65 refers to the percentage of a cohort of newborn infants that would survive to age 65, if subject to current age specific mortality rates.","United Nations Population Division. World Population Prospects. New York, United Nations, Department of Economic and Social Affairs (advanced Excel tables). Available at http://esa.un.org/wpp/unpp/panel_population.htm.",Health: Mortality,,,,Annual,,,Weighted average,,,,,,Country
SP.DYN.TO65.MA.ZS,"Survival to age 65, male (% of cohort)","Survival to age 65 refers to the percentage of a cohort of newborn infants that would survive to age 65, if subject to current age specific mortality rates.","United Nations Population Division. World Population Prospects. New York, United Nations, Department of Economic and Social Affairs (advanced Excel tables). Available at http://esa.un.org/wpp/unpp/panel_population.htm.",Health: Mortality,,,,Annual,,,Weighted average,,,,,,Country
SP.DYN.WFRT,Wanted fertility rate (births per woman),Wanted fertility rate is an estimate of what the total fertility rate would be if all unwanted births were avoided.,Demographic and Health Surveys by Macro International.,Health: Reproductive health,,,,Annual,,,Weighted average,,,,,,Country
SP.HOU.FEMA.ZS,Female headed households (% of households with a female head),Female headed households shows the percentage of households with a female head.,Demographic and Health Surveys by Macro International.,Health: Population: Dynamics,,,,Annual,,,,,,"Relevance to gender indicator: The composition of a household plays a role in the determining other characteristics of a household, such as how many children are sent to school and the distribution of family income.",,,Country
SP.MTR.1519.ZS,Teenage mothers (% of women ages 1519 who have had children or are currently pregnant),Teenage mothers are the percentage of women ages 1519 who already have children or are currently pregnant.,Demographic and Health Surveys by Macro International.,Health: Reproductive health,,,,Annual,,,Weighted average,,,,,,Country
SP.POP.0014.TO.ZS,Population ages 014 (% of total),Population between the ages 0 to 14 as a percentage of the total population. Population is based on the de facto definition of population.,The United Nations Population Division's World Population Prospects.,Health: Population: Structure,,,,Annual,,,Weighted average,,,,,,Country
SP.POP.1564.TO.ZS,Population ages 1564 (% of total),Population ages 15 to 64 is the percentage of the total population that is in the age group 15 to 64. Population is based on the de facto definition of population.,The United Nations Population Division's World Population Prospects.,Health: Population: Structure,,,,Annual,,,Weighted average,,,,,,Country
SP.POP.65UP.TO.ZS,Population ages 65 and above (% of total),Population ages 65 and above as a percentage of the total population. Population is based on the de facto definition of population.,The United Nations Population Division's World Population Prospects.,Health: Population: Structure,,,,Annual,,,Weighted average,,,,,,Country
